Year-Week,Year,Week,Date,Belgium,Bulgaria,Czechia,Denmark,Germany,Estonia,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,Iceland,Liechtenstein,Norway,Switzerland,United Kingdom,Montenegro,Albania,Serbia,Andorra,Armenia,Georgia
2010-W01,2010,01,01/01/2010,"2,280","2,270","2,155","1,159",,403,,"8,205",,972,,,649,808,84,"2,721",,"2,767","1,557","7,662","2,345",,364,"1,000","1,029","1,899",39,3,886,"1,301",,109,,"2,118",9,,
2010-W02,2010,02,04/01/2010,"2,352","2,053","2,095","1,127",,314,,"8,640",,"1,041",,,635,876,86,"2,586",,"2,832","1,582","7,176","2,569",,321,996,976,"1,942",39,5,878,"1,280",,107,,"1,979",5,,
2010-W03,2010,03,11/01/2010,"2,303","2,281","2,200","1,120",,324,,"8,322",,"1,025",,,658,819,80,"2,433",,"2,848","1,573","7,320","2,225",,337,"1,097","1,003","1,865",42,2,807,"1,203",,99,,"2,078",9,,
2010-W04,2010,04,18/01/2010,"2,226","2,441","2,105","1,058",,357,,"8,063",,"1,092",,,663,902,73,"2,628",,"2,863","1,573","7,859","2,255",,376,"1,145","1,065","1,919",42,4,772,"1,252",,119,,"2,222",9,,
2010-W05,2010,05,25/01/2010,"2,248","2,525","2,167","1,102",,319,,"8,154",,"1,124",,,653,874,86,"2,699",,"2,861","1,544","7,372","2,277",,395,"1,103","1,031","1,848",29,3,842,"1,297",,93,,"2,138",4,,
2010-W06,2010,06,01/02/2010,"2,151","2,466","2,253","1,128",,337,,"7,954",,"1,076",,,648,827,77,"2,697",,"2,831","1,551","7,345","2,183",,352,"1,125","1,005","1,836",39,3,863,"1,245",,128,,"2,148",3,,
2010-W07,2010,07,08/02/2010,"2,260","2,332","2,193","1,135",,309,,"8,283",,"1,120",,,621,861,77,"2,593",,"2,900","1,598","7,410","2,534",,374,"1,045",977,"1,786",41,3,873,"1,427",,101,,"2,120",4,,
2010-W08,2010,08,15/02/2010,"2,210","2,173","2,161","1,177",,319,,"8,059",,"1,039",,,593,844,83,"2,597",,"2,930","1,647","7,250","2,503",,444,"1,009","1,008","1,813",30,4,915,"1,323",,108,,"2,058",5,,
2010-W09,2010,09,22/02/2010,"2,116","2,098","2,136","1,182",,285,,"7,471",,993,,,518,789,93,"2,464",,"2,756","1,554","7,023","2,275",,370,"1,006","1,028","1,874",36,10,841,"1,306",,101,,"1,936",7,,
2010-W10,2010,10,01/03/2010,"2,144","2,257","2,190","1,128",,335,,"7,498",,"1,019",,,607,877,74,"2,620",,"2,760","1,554","7,345","2,202",,373,"1,035","1,060","1,844",39,3,831,"1,366",,114,,"2,070",2,,
2010-W11,2010,11,08/03/2010,"2,092","2,189","2,141","1,067",,305,,"7,778",,"1,109",,,605,755,71,"2,655",,"2,686","1,560","7,398","2,285",,357,"1,029","1,002","1,741",31,5,787,"1,322",,95,,"2,062",6,,
2010-W12,2010,12,15/03/2010,"2,036","2,197","2,101","1,095",,287,,"7,568",,"1,016",,,599,789,62,"2,603",,"2,687","1,578","7,417","2,061",,358,"1,004",992,"1,814",30,5,839,"1,250",,85,,"2,057",2,,
2010-W13,2010,13,22/03/2010,"2,024","2,100","2,040","1,056",,273,,"7,237",,960,,,566,757,86,"2,455",,"2,590","1,509","7,196","2,033",,349,975,978,"1,754",50,4,813,"1,220",,105,,"1,977",2,,
2010-W14,2010,14,29/03/2010,"1,918","2,071","2,022","1,090",,296,,"7,299",,969,,,560,791,68,"2,512",,"2,473","1,352","7,205","2,135",,354,"1,025",963,"1,731",55,4,792,"1,153",,114,,"1,942",5,,
2010-W15,2010,15,05/04/2010,"1,948","2,146","1,948","1,091",,277,,"7,476",,"1,053",,,561,797,66,"2,536",,"2,587","1,486","7,149","2,029",,385,"1,044","1,006","1,749",40,4,795,"1,155",,83,,"1,975",4,,
2010-W16,2010,16,12/04/2010,"1,929","2,119","2,095","1,076",,317,,"7,156",,"1,024",,,616,790,71,"2,448",,"2,582","1,442","7,027","1,965",,359,"1,044",962,"1,745",37,4,746,"1,205",,100,,"1,935",2,,
2010-W17,2010,17,19/04/2010,"1,956","2,111","2,084","1,022",,316,,"7,228",,"1,038",,,619,829,67,"2,480",,"2,570","1,453","7,243","1,961",,408,"1,056","1,017","1,720",40,3,757,"1,150",,121,,"1,953",4,,
2010-W18,2010,18,26/04/2010,"1,894","2,126","1,897","1,039",,276,,"6,815",,920,,,492,754,70,"2,346",,"2,535","1,446","7,094","1,781",,348,992,970,"1,695",46,4,760,"1,143",,109,,"1,975",5,,
2010-W19,2010,19,03/05/2010,"1,967","2,104","1,904","1,005",,339,,"6,884",,916,,,588,842,78,"2,268",,"2,691","1,410","6,826","1,802",,348,940,961,"1,647",47,6,785,"1,176",,116,,"1,924",4,,
2010-W20,2010,20,10/05/2010,"1,989","1,997","2,025","1,079",,317,,"7,272",,968,,,595,837,76,"2,460",,"2,524","1,388","7,086","2,180",,346,"1,008",940,"1,620",43,0,777,"1,190",,90,,"1,978",6,,
2010-W21,2010,21,17/05/2010,"1,886","2,167","1,964",960,,255,,"7,159",,"1,025",,,500,734,75,"2,516",,"2,488","1,425","7,108","1,812",,329,997,896,"1,615",37,9,710,"1,163",,82,,"1,998",3,,
2010-W22,2010,22,24/05/2010,"2,029","1,993","1,928",921,,264,,"7,162",,920,,,577,819,74,"2,257",,"2,568","1,455","7,064","1,831",,362,973,921,"1,588",32,5,775,"1,120",,91,,"1,902",3,,
2010-W23,2010,23,31/05/2010,"1,882","2,107","2,183",950,,293,,"6,475",,"1,042",,,517,771,65,"2,774",,"2,503","1,582","8,001","1,654",,385,"1,111",899,"1,574",44,1,710,"1,151",,144,,"2,220",4,,
2010-W24,2010,24,07/06/2010,"1,736","2,224","1,900",972,,268,,"6,496",,"1,014",,,571,738,67,"2,278",,"2,372","1,326","6,660","1,766",,331,911,883,"1,571",50,4,722,"1,089",,124,,"2,069",6,,
2010-W25,2010,25,14/06/2010,"1,961","1,753","1,914",995,,293,,"6,808",,911,,,527,772,78,"2,146",,"2,534","1,359","6,759","1,804",,315,936,959,"1,615",22,4,710,"1,085",,100,,"1,751",2,,
2010-W26,2010,26,21/06/2010,"2,200","1,918","2,066","1,093",,316,,"7,220",,"1,063",,,580,742,75,"2,472",,"2,580","1,509","7,146","1,862",,371,"1,069",950,"1,644",38,4,757,"1,154",,101,,"1,945",4,,
2010-W27,2010,27,28/06/2010,"2,063","1,887","1,969",955,,326,,"7,355",,883,,,582,798,63,"2,282",,"2,651","1,451","6,917","2,215",,351,"1,025",950,"1,635",33,6,737,"1,115",,109,,"1,755",7,,
2010-W28,2010,28,05/07/2010,"1,871","2,229","2,218",991,,361,,"7,298",,"1,164",,,714,982,72,"2,900",,"2,499","1,673","8,290","1,747",,379,"1,203","1,129","1,682",39,5,730,"1,133",,145,,"2,168",6,,
2010-W29,2010,29,12/07/2010,"1,842","2,154","1,958",980,,285,,"6,888",,"1,011",,,564,873,74,"2,510",,"2,446","1,373","7,145","1,736",,340,"1,048",945,"1,602",38,5,734,"1,060",,111,,"1,979",6,,
2010-W30,2010,30,19/07/2010,"1,752","1,845","1,813",977,,250,,"6,648",,860,,,512,736,66,"2,225",,"2,314","1,327","6,323","2,174",,314,947,914,"1,600",36,8,740,"1,111",,100,,"1,710",7,,
2010-W31,2010,31,26/07/2010,"1,785","2,156","1,879",978,,262,,"6,651",,919,,,492,741,59,"2,215",,"2,287","1,342","6,710","1,989",,323,940,954,"1,583",40,7,712,"1,112",,90,,"1,739",5,,
2010-W32,2010,32,02/08/2010,"1,816","2,194","1,989",994,,287,,"6,752",,953,,,492,762,70,"2,344",,"2,381","1,422","6,996","2,011",,335,"1,003",959,"1,573",48,4,772,"1,096",,106,,"1,948",4,,
2010-W33,2010,33,09/08/2010,"1,853","2,063","1,944",940,,287,,"6,545",,911,,,516,748,66,"2,252",,"2,466","1,369","6,728","1,783",,294,984,843,"1,506",30,5,754,"1,062",,95,,"1,773",5,,
2010-W34,2010,34,16/08/2010,"1,798","1,964","1,921",998,,304,,"6,822",,953,,,485,695,58,"2,280",,"2,279","1,427","6,602","1,769",,312,986,891,"1,569",37,1,724,"1,119",,117,,"1,816",1,,
2010-W35,2010,35,23/08/2010,"1,804","1,774","1,808",949,,284,,"6,557",,840,,,520,754,58,"2,170",,"2,416","1,309","6,752","1,840",,328,894,998,"1,647",38,3,740,"1,120",,125,,"1,746",6,,
2010-W36,2010,36,30/08/2010,"1,826","1,886","1,986",993,,272,,"6,410",,910,,,513,788,61,"2,395",,"2,433","1,378","6,904","1,747",,344,"1,022",945,"1,614",35,1,758,"1,203",,96,,"1,915",3,,
2010-W37,2010,37,06/09/2010,"1,911","1,881","2,010",994,,281,,"6,329",,969,,,553,795,65,"2,408",,"2,520","1,339","7,298","1,817",,349,"1,053",920,"1,717",38,1,767,"1,127",,99,,"1,817",2,,
2010-W38,2010,38,13/09/2010,"1,981","1,819","2,134","1,039",,318,,"6,486",,"1,006",,,582,757,71,"2,638",,"2,596","1,483","7,577","1,685",,386,"1,026",969,"1,652",36,9,754,"1,189",,104,,"1,843",4,,
2010-W39,2010,39,20/09/2010,"1,952","1,858","1,996",937,,271,,"6,655",,"1,004",,,563,769,73,"2,528",,"2,501","1,493","7,524","1,750",,351,"1,027",932,"1,628",44,5,786,"1,231",,86,,"1,902",5,,
2010-W40,2010,40,27/09/2010,"1,955","2,100","2,115",965,,315,,"6,942",,950,,,591,835,78,"2,653",,"2,602","1,490","7,396","1,746",,328,"1,035",957,"1,594",38,10,858,"1,220",,123,,"1,988",9,,
2010-W41,2010,41,04/10/2010,"1,813","2,173","2,071","1,001",,317,,"6,682",,"1,007",,,606,876,57,"2,557",,"2,546","1,465","7,566","1,846",,362,"1,045",976,"1,755",41,4,784,"1,265",,113,,"2,045",2,,
2010-W42,2010,42,11/10/2010,"1,950","2,132","2,087","1,058",,261,,"7,074",,"1,011",,,546,874,79,"2,575",,"2,563","1,477","7,560","1,883",,389,"1,020",988,"1,696",47,5,856,"1,163",,113,,"1,919",4,,
2010-W43,2010,43,18/10/2010,"2,005","2,144","2,035",990,,309,,"7,305",,"1,027",,,595,816,72,"2,583",,"2,606","1,403","7,492","1,962",,384,"1,014",915,"1,694",42,6,843,"1,223",,118,,"1,985",8,,
2010-W44,2010,44,25/10/2010,"1,955","2,088","2,142","1,019",,273,,"7,292",,"1,047",,,538,781,60,"2,566",,"2,558","1,528","7,322","2,014",,355,986,928,"1,640",29,6,783,"1,244",,118,,"2,065",5,,
2010-W45,2010,45,01/11/2010,"1,972","2,046","1,988","1,021",,306,,"7,299",,972,,,552,810,62,"2,498",,"2,543","1,426","7,157","1,985",,333,"1,025",955,"1,791",38,7,766,"1,228",,114,,"1,938",3,,
2010-W46,2010,46,08/11/2010,"1,925","1,995","1,982",947,,287,,"7,354",,954,,,558,759,67,"2,392",,"2,517","1,400","7,010","2,017",,341,944,942,"1,719",25,2,845,"1,183",,104,,"1,955",5,,
2010-W47,2010,47,15/11/2010,"1,996","1,918","1,995","1,032",,297,,"7,531",,967,,,532,776,87,"2,473",,"2,545","1,445","7,197","2,027",,361,"1,013",987,"1,750",41,7,802,"1,205",,130,,"2,007",6,,
2010-W48,2010,48,22/11/2010,"2,147","2,064","2,086","1,106",,283,,"7,752",,"1,000",,,596,850,61,"2,450",,"2,740","1,527","7,643","2,354",,369,"1,072","1,056","1,862",37,6,896,"1,217",,106,,"1,964",7,,
2010-W49,2010,49,29/11/2010,"2,172","2,177","2,101","1,109",,342,,"7,782",,978,,,575,880,77,"2,723",,"2,834","1,631","7,573","2,363",,335,"1,069","1,042","1,849",43,7,837,"1,276",,113,,"1,968",1,,
2010-W50,2010,50,06/12/2010,"2,288","2,330","2,123","1,121",,318,,"7,681",,"1,049",,,566,865,85,"2,701",,"2,873","1,654","7,747","2,090",,406,"1,094","1,019","1,842",41,3,829,"1,287",,115,,"2,060",1,,
2010-W51,2010,51,13/12/2010,"2,312","2,371","2,189","1,160",,320,,"7,917",,"1,100",,,654,879,88,"2,814",,"2,834","1,609","8,010","2,237",,421,"1,083","1,065","2,002",41,5,912,"1,271",,117,,"2,229",5,,
2010-W52,2010,52,20/12/2010,"2,311","2,380","2,192","1,125",,346,,"8,499",,"1,104",,,605,877,78,"2,797",,"2,888","1,544","8,094","2,540",,354,"1,060","1,124","2,192",49,2,911,"1,333",,113,,"2,216",4,,
2011-W01,2011,01,01/01/2011,"2,334","2,416","2,249","1,244",,356,,"8,886",,"1,159","13,118",,630,872,86,"2,879",73,"2,918","1,579","8,015","2,390",,384,"1,092","1,033","2,010",53,6,977,"1,359",,129,,"2,256",4,,
2011-W02,2011,02,03/01/2011,"2,323","2,395","2,117","1,099",,341,,"8,440",,"1,077","13,104",,646,820,90,"2,610",85,"2,819","1,671","7,697","2,331",,433,"1,112","1,097","1,953",44,4,909,"1,297",,144,,"2,170",4,,
2011-W03,2011,03,10/01/2011,"2,191","2,266","2,139","1,093",,304,,"8,419",,"1,117","12,946",,618,828,83,"2,692",65,"2,626","1,513","7,683","2,315",,409,"1,054","1,025","1,867",43,5,852,"1,248",,133,,"2,124",3,,
2011-W04,2011,04,17/01/2011,"2,030","2,255","2,087","1,086",,295,,"8,699",,"1,083","13,111",,577,806,79,"2,624",80,"2,619","1,560","7,690","2,429",,409,"1,049",982,"1,841",40,7,859,"1,299",,138,,"2,185",3,,
2011-W05,2011,05,24/01/2011,"2,144","2,354","2,274","1,067",,313,,"8,657",,"1,080","12,870",,569,806,85,"2,779",72,"2,728","1,521","8,073","2,597",,395,"1,066","1,006","1,830",44,0,833,"1,277",,131,,"2,318",3,,
2011-W06,2011,06,31/01/2011,"2,066","2,385","2,275","1,055",,358,,"8,684",,"1,179","13,230",,619,858,67,"2,888",82,"2,677","1,598","7,934","2,442",,374,"1,151",940,"1,761",46,5,816,"1,250",,136,,"2,328",5,,
2011-W07,2011,07,07/02/2011,"2,068","2,315","2,252","1,124",,368,,"8,496",,"1,092","13,008",,598,879,62,"2,819",80,"2,622","1,622","7,821","2,321",,411,"1,023","1,004","1,784",43,5,826,"1,267",,151,,"2,222",8,,
2011-W08,2011,08,14/02/2011,"2,053","2,248","2,298","1,035",,322,,"8,135",,"1,055","12,543",,637,907,100,"2,805",76,"2,651","1,586","7,935","2,287",,388,"1,117","1,022","1,862",48,8,839,"1,283",,113,,"2,205",1,,
2011-W09,2011,09,21/02/2011,"1,972","2,237","2,255","1,117",,312,,"7,822",,"1,097","12,960",,620,843,78,"2,697",80,"2,689","1,520","8,014","2,087",,372,"1,058","1,075","1,902",37,4,791,"1,249",,113,,"2,280",5,,
2011-W10,2011,10,28/02/2011,"2,144","2,295","2,212","1,089",,316,,"7,970",,"1,062","12,880",,607,938,71,"2,770",75,"2,716","1,597","8,033","2,202",,405,"1,085","1,093","1,882",32,10,857,"1,294",,122,,"2,249",7,,
2011-W11,2011,11,07/03/2011,"2,077","2,263","2,286","1,087",,321,,"7,851",,"1,045","12,466",,596,897,89,"2,718",86,"2,727","1,588","7,921","2,129",,378,"1,097","1,023","1,785",41,9,750,"1,246",,118,,"2,280",4,,
2011-W12,2011,12,14/03/2011,"2,049","2,240","2,080","1,006",,312,,"7,529",,"1,044","11,723",,525,825,65,"2,506",73,"2,686","1,555","7,691","2,103",,377,988,"1,043","1,779",34,6,800,"1,188",,91,,"2,077",5,,
2011-W13,2011,13,21/03/2011,"2,014","2,023","2,096","1,071",,293,,"7,625",,995,"11,887",,558,776,62,"2,563",65,"2,736","1,497","7,311","1,959",,360,"1,012","1,041","1,823",39,4,791,"1,285",,96,,"2,029",7,,
2011-W14,2011,14,28/03/2011,"1,936","2,158","2,060","1,013",,311,,"7,545",,997,"11,674",,579,860,71,"2,445",62,"2,594","1,463","7,306","2,044",,348,998,981,"1,757",49,3,838,"1,227",,99,,"2,073",8,,
2011-W15,2011,15,04/04/2011,"1,898","2,099","2,024",938,,318,,"7,071",,934,"11,043",,559,845,59,"2,428",61,"2,650","1,426","7,267","1,961",,343,962,"1,003","1,748",33,3,829,"1,079",,98,,"1,978",2,,
2011-W16,2011,16,11/04/2011,"2,046","2,068","2,150",956,,289,,"6,915",,991,"11,520",,569,866,76,"2,550",67,"2,694","1,482","7,203","1,788",,373,"1,006","1,005","1,758",27,8,790,"1,203",,98,,"1,987",6,,
2011-W17,2011,17,18/04/2011,"1,934","2,060","1,957","1,011",,323,,"7,090",,923,"11,475",,586,792,90,"2,558",60,"2,592","1,482","7,338","1,889",,362,998,986,"1,657",33,9,817,"1,158",,100,,"1,942",6,,
2011-W18,2011,18,25/04/2011,"1,882","1,967","1,947","1,028",,287,,"6,941",,973,"10,990",,526,761,81,"2,418",64,"2,543","1,402","6,977","1,831",,370,949,966,"1,673",45,4,745,"1,198",,111,,"1,923",12,,
2011-W19,2011,19,02/05/2011,"1,962","1,996","2,009","1,007",,267,,"6,988",,966,"11,420",,577,805,65,"2,481",48,"2,604","1,470","7,360","1,844",,353,"1,049",991,"1,681",40,2,760,"1,116",,111,,"2,033",7,,
2011-W20,2011,20,09/05/2011,"1,872","2,047","1,957",951,,276,,"6,855",,931,"11,218",,515,792,69,"2,454",49,"2,552","1,347","6,982","1,851",,317,962,968,"1,636",32,4,707,"1,111",,94,,"1,982",7,,
2011-W21,2011,21,16/05/2011,"1,959","2,025","1,892",983,,258,,"7,218",,"1,003","11,497",,541,776,65,"2,374",60,"2,543","1,473","6,855","1,803",,328,963,920,"1,617",37,3,802,"1,090",,100,,"1,874",3,,
2011-W22,2011,22,23/05/2011,"1,997","1,945","1,920",914,,278,,"6,743",,895,"10,503",,550,786,69,"2,362",55,"2,476","1,353","6,995","1,720",,353,"1,011",969,"1,577",37,3,724,"1,116",,111,,"1,825",7,,
2011-W23,2011,23,30/05/2011,"1,870","1,916","1,931",986,,293,,"6,690",,878,"10,349",,574,836,79,"2,275",60,"2,478","1,382","6,786","1,633",,308,941,992,"1,587",29,2,745,"1,073",,113,,"1,830",6,,
2011-W24,2011,24,06/06/2011,"1,888","1,902","1,878",964,,249,,"6,851",,871,"10,571",,488,743,68,"2,294",68,"2,490","1,340","6,643","1,777",,334,936,912,"1,552",37,4,752,"1,112",,95,,"1,871",10,,
2011-W25,2011,25,13/06/2011,"1,832","1,930","1,868",926,,268,,"7,030",,921,"10,959",,476,665,69,"2,274",52,"2,416","1,381","6,347","1,808",,320,923,968,"1,523",37,5,726,"1,108",,93,,"1,800",8,,
2011-W26,2011,26,20/06/2011,"2,037","1,718","1,936",994,,283,,"7,393",,928,"10,932",,505,739,81,"2,233",60,"2,537","1,349","6,502","1,790",,338,962,947,"1,570",29,4,765,"1,155",,115,,"1,668",6,,
2011-W27,2011,27,27/06/2011,"1,970","2,016","1,948",945,,273,,"6,873",,970,"10,811",,514,714,80,"2,438",58,"2,627","1,462","6,787","1,623",,318,987,958,"1,620",33,8,694,"1,114",,104,,"1,990",3,,
2011-W28,2011,28,04/07/2011,"1,798","2,189","2,033",998,,277,,"6,827",,"1,071","11,742",,522,759,60,"2,526",61,"2,515","1,427","6,808","1,655",,351,"1,031",879,"1,566",40,8,738,"1,120",,118,,"2,162",1,,
2011-W29,2011,29,11/07/2011,"1,790","2,025","1,859",906,,290,,"6,618",,852,"10,358",,492,759,70,"2,126",65,"2,361","1,330","6,569","1,747",,338,934,918,"1,679",33,4,848,"1,100",,125,,"1,763",1,,
2011-W30,2011,30,18/07/2011,"1,777","1,811","1,891",972,,293,,"6,698",,894,"10,141",,463,693,76,"2,054",58,"2,433","1,324","6,381","1,803",,301,845,909,"1,605",29,4,747,"1,162",,90,,"1,660",4,,
2011-W31,2011,31,25/07/2011,"1,931","1,746","2,021",912,,259,,"6,892",,949,"11,046",,475,650,73,"2,286",50,"2,491","1,356","6,767","1,803",,335,934,892,"1,567",40,3,734,"1,126",,108,,"1,704",4,,
2011-W32,2011,32,01/08/2011,"1,878","1,696","1,838",904,,272,,"6,821",,818,"10,664",,450,704,67,"2,171",46,"2,360","1,318","6,573","1,854",,319,884,879,"1,508",37,4,759,"1,099",,101,,"1,708",3,,
2011-W33,2011,33,08/08/2011,"1,770","1,895","1,933",906,,264,,"7,051",,946,"11,249",,490,717,81,"2,368",57,"2,412","1,420","6,735","1,846",,373,928,918,"1,629",41,3,814,"1,167",,125,,"1,819",3,,
2011-W34,2011,34,15/08/2011,"1,858","1,922","2,078",921,,262,,"6,887",,985,"12,336",,497,709,87,"2,476",53,"2,382","1,517","6,954","1,681",,362,"1,036",928,"1,621",34,4,734,"1,214",,103,,"1,881",2,,
2011-W35,2011,35,22/08/2011,"1,856","1,793","1,819",935,,270,,"6,635",,888,"11,000",,466,637,54,"2,161",54,"2,461","1,376","6,415","1,689",,343,864,888,"1,581",43,1,764,"1,132",,112,,"1,651",11,,
2011-W36,2011,36,29/08/2011,"1,832","1,812","1,905",929,,241,,"6,605",,870,"10,524",,514,687,64,"2,107",44,"2,520","1,380","6,658","1,821",,332,912,882,"1,605",34,9,738,"1,122",,101,,"1,706",5,,
2011-W37,2011,37,05/09/2011,"1,822","1,888","1,938",933,,245,,"6,690",,861,"10,508",,514,760,65,"2,202",55,"2,381","1,270","6,545","1,757",,352,881,928,"1,562",29,9,742,"1,100",,108,,"1,702",7,,
2011-W38,2011,38,12/09/2011,"1,819","1,709","1,908","1,007",,285,,"6,371",,869,"10,398",,502,741,58,"2,242",46,"2,448","1,431","6,756","1,657",,330,900,994,"1,745",40,5,806,"1,129",,105,,"1,796",4,,
2011-W39,2011,39,19/09/2011,"2,015","1,738","1,931",962,,294,,"6,756",,886,"10,619",,587,774,50,"2,241",58,"2,591","1,349","7,029","1,774",,315,891,944,"1,723",41,4,773,"1,141",,95,,"1,795",5,,
2011-W40,2011,40,26/09/2011,"1,891","1,867","1,974",918,,292,,"6,900",,931,"10,465",,528,719,67,"2,406",54,"2,468","1,392","7,049","1,849",,353,986,999,"1,723",34,5,797,"1,151",,96,,"1,868",2,,
2011-W41,2011,41,03/10/2011,"1,914","2,054","2,116",942,,275,,"7,089",,943,"10,985",,572,758,74,"2,500",59,"2,536","1,440","7,301","1,819",,348,992,946,"1,692",41,4,749,"1,213",,98,,"1,876",3,,
2011-W42,2011,42,10/10/2011,"1,930","2,145","2,122",971,,288,,"7,141",,953,"11,769",,557,799,77,"2,487",60,"2,549","1,447","7,355","1,739",,375,"1,018",960,"1,698",40,4,740,"1,120",,125,,"1,951",5,,
2011-W43,2011,43,17/10/2011,"2,085","2,292","2,048",983,,276,,"7,308",,925,"11,876",,531,827,69,"2,544",54,"2,660","1,465","7,325","1,756",,348,"1,106",911,"1,744",39,2,807,"1,261",,93,,"1,986",7,,
2011-W44,2011,44,24/10/2011,"2,116","2,109","2,087","1,029",,287,,"7,434",,923,"11,682",,524,740,72,"2,428",45,"2,651","1,476","7,183","1,964",,381,967,969,"1,652",36,4,809,"1,190",,129,,"1,965",6,,
2011-W45,2011,45,31/10/2011,"1,937","2,083","2,021",967,,259,,"7,408",,"1,003","11,240",,527,777,88,"2,434",61,"2,567","1,419","7,116","2,081",,361,971,895,"1,709",38,5,752,"1,170",,126,,"1,971",7,,
2011-W46,2011,46,07/11/2011,"2,077","2,243","2,035",950,,298,,"7,407",,934,"11,839",,569,838,69,"2,499",63,"2,695","1,504","7,180","2,069",,356,"1,039",975,"1,650",25,5,762,"1,204",,120,,"2,060",7,,
2011-W47,2011,47,14/11/2011,"2,027","2,301","2,041","1,002",,272,,"7,320",,"1,043","12,279",,523,771,75,"2,392",44,"2,743","1,564","7,301","2,053",,367,997,945,"1,659",44,4,812,"1,229",,96,,"2,093",11,,
2011-W48,2011,48,21/11/2011,"2,159","2,260","2,116","1,095",,275,,"7,654",,"1,037","12,006",,512,801,64,"2,499",64,"2,782","1,536","7,360","2,059",,354,"1,018","1,011","1,728",41,6,831,"1,260",,123,,"2,088",7,,
2011-W49,2011,49,28/11/2011,"2,182","2,136","2,154","1,095",,323,,"7,816",,972,"12,166",,556,779,72,"2,555",59,"2,788","1,533","7,489","2,179",,380,976,928,"1,849",29,4,846,"1,248",,116,,"2,019",5,,
2011-W50,2011,50,05/12/2011,"2,203","2,249","2,087","1,099",,302,,"8,006",,963,"12,352",,570,809,81,"2,564",64,"2,919","1,576","7,480","2,208",,358,"1,038",949,"1,848",38,4,817,"1,289",,113,,"1,871",4,,
2011-W51,2011,51,12/12/2011,"2,383","2,153","2,235","1,125",,304,,"8,380",,"1,014","12,528",,579,821,66,"2,557",81,"2,811","1,581","7,515","2,278",,368,"1,018",966,"1,839",53,6,846,"1,292",,120,,"1,945",5,,
2011-W52,2011,52,19/12/2011,"2,321","2,210","2,245","1,125",,329,,"8,724",,"1,013","13,609",,569,840,78,"2,623",84,"2,827","1,606","7,949","2,392",,408,"1,031","1,054","1,910",34,4,862,"1,242",,125,,"2,017",5,,
2012-W01,2012,01,01/01/2012,"2,286","2,423","2,262","1,089",,328,,"8,698",,"1,076","13,668",,591,835,84,"2,653",92,"2,942","1,574","7,557","2,477",,357,"1,059","1,066","1,953",57,5,895,"1,361",,139,,"2,045",7,,
2012-W02,2012,02,02/01/2012,"2,218","2,358","2,188","1,083",,313,,"9,131",,"1,023","13,919",,580,835,62,"2,505",75,"2,778","1,563","7,442","2,541",,401,"1,058","1,033","1,919",42,4,824,"1,357",,134,,"1,941",9,,
2012-W03,2012,03,09/01/2012,"2,232","2,355","2,103","1,052",,308,,"9,241",,"1,063","14,098",,546,783,73,"2,568",81,"2,790","1,586","7,655","2,489",,358,"1,034","1,031","1,876",43,3,881,"1,345",,116,,"1,955",6,,
2012-W04,2012,04,16/01/2012,"2,233","2,370","2,115","1,142",,283,,"8,936",,988,"14,099",,588,806,68,"2,551",75,"2,793","1,595","7,368","2,338",,407,"1,035","1,044","1,840",46,3,821,"1,353",,105,,"1,943",9,,
2012-W05,2012,05,23/01/2012,"2,358","2,601","2,201",983,,332,,"9,256",,"1,084","14,693",,634,832,86,"2,619",87,"2,820","1,545","7,728","2,642",,391,"1,000","1,088","1,874",37,3,863,"1,344",,147,,"2,188",13,,
2012-W06,2012,06,30/01/2012,"2,445","2,897","2,281","1,080",,358,,"10,064",,"1,182","15,672",,678,878,78,"2,679",95,"3,036","1,760","8,133","2,824",,439,"1,096","1,054","1,931",47,5,937,"1,419",,119,,"2,340",3,,
2012-W07,2012,07,06/02/2012,"2,717","2,888","2,321","1,086",,312,,"11,103",,"1,211","16,114",,665,906,84,"2,899",98,"3,091","1,895","8,258","3,049",,459,"1,119","1,189","2,082",40,6,919,"1,432",,118,,"2,418",12,,
2012-W08,2012,08,13/02/2012,"2,770","2,592","2,274","1,106",,339,,"10,993",,"1,155","15,370",,731,849,95,"2,816",79,"3,036","1,796","7,699","3,144",,454,"1,066","1,156","2,060",47,8,898,"1,402",,99,,"2,100",8,,
2012-W09,2012,09,20/02/2012,"2,650","2,377","2,243","1,067",,313,,"10,535",,"1,097","14,199",,634,829,82,"2,871",102,"3,066","1,805","7,515","2,948",,443,"1,042","1,169","2,125",52,1,883,"1,415",,124,,"2,117",3,,
2012-W10,2012,10,27/02/2012,"2,480","2,331","2,233",974,,328,,"9,309",,"1,093","12,914",,615,742,91,"2,907",106,"2,951","1,762","7,501","2,667",,443,"1,047","1,140","2,037",34,7,860,"1,336",,129,,"2,057",5,,
2012-W11,2012,11,05/03/2012,"2,427","2,338","2,194","1,024",,359,,"8,907",,"1,172","12,814",,589,821,87,"2,988",93,"2,892","1,763","7,525","2,478",,459,"1,005","1,142","2,010",37,7,865,"1,402",,134,,"2,245",4,,
